pais,departamento,provincia,municipio,circunscripcion,tipo_cargo,titular_suplente,posicion,nombre,genero,sigla,no,twitter,perfil_facebook,pagina_facebook,pagina_web,Patrimonio_fecha,total_bienes,valor_bienes,rentas,deudas,Denuncia_fecha,denunciante,tipo,contenido,fuente
Bolivia,Chuquisaca,,,,Diputado uninominal,Titular,2,Lily Gladys Fernandez Vargas,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Diputado uninominal,Suplente,2,Fernando Gonzalo Morales León,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Diputado uninominal,Titular,3,Jorge Yucra Zarate,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Diputado uninominal,Suplente,3,Josefina Maturano Trigo,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Diputado uninominal,Titular,4,Lidia Limón Solis,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Diputado uninominal,Suplente,4,Juan Yamil Flores Lazo,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Diputado uninominal,Titular,5,Adán Palacios Puma,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Diputado uninominal,Suplente,5,Crecencia Saldaña Acosta,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,6,Alberto Vladimir Astorga Torrez,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,6,Rosario Ninon Torrez Rocha,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,7,Miguel Antonio Roca Sanchez,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,7,Elizabeth Mercedes Mamani Antezana,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,8,Ingvar Ellefsen Dotzauer,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,8,María Elena Reque Ascimani,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,9,Ramiro Venegas Calderon,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,9,Ana María Mendoza Aguilar,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,10,María Alanoca Tinta,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,10,Zacarías Laura Tancara,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,11,Ignacio Renán Cabezas Veizan,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,11,Juana Amanda Iriarte Arze,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,12,Sabina Hilda Condori Calle,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,12,Sandro Deciderio Ramirez Ríos,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,13,Felix Mayta Larico,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,13,Juana Fanny Mamani Rivera,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,14,Hernán Isaías Duran Lazo,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,14,Martha Viviana Ramos Pucho,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,15,Zulay Mamani Apaza,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,15,Juan David Vargas Condori,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,16,Andrés Flores Condori,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,16,Celia Quispe Guasco,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,17,Gladys Quispe Chura,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,17,Lino Constancio Sillo Paco,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,18,Basilia Rojas Mamani,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,18,Lucho Quispe Chino,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Titular,19,Pasceza Francisca Quispe Mamani,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado uninominal,Suplente,19,José Rengel Terrazas,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,20,Cesar Augusto Virguetti Pinto,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,20,Mayra Ingrid Zalles Trigo,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,21,Santos Mamani Espinoza,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,21,Cintia Castro Quispe,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,22,Olivia Guachalla Yupanqui,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,22,Damián Laime Parada,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,23,Dora Lizeth Morales Rios,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,23,Grobert Nogales Grageda,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,24,Gualberto Arispe Maita,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,24,Celida Condori Veizaga,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,25,Héctor Arce Rodriguez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,25,María Lizbeth Vargas Flores,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,26,María Cristina Choque Gutiérrez,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,26,Juan Zurita Escalera,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,27,Rosario García Onofre,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,27,Vicente Condori Miranda,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Titular,28,Pascual Pacífico Choque Gallego,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado uninominal,Suplente,28,Overlinda Camacho García,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Titular,29,Miriam Martínez Michaga,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Suplente,29,Román Mollo Chavez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Titular,30,Juan José Jauregui Ururi,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Suplente,30,Madain Ibone Paco Herrera,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Titular,31,Celia Salazar Quispe,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Suplente,31,Omar Patricio Sanchez Soto,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Titular,32,Quintín Villalón Garnica,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado uninominal,Suplente,32,Jhenny Marlen Choquilla Quispe,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Titular,33,Juan José Torrez Flores,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Suplente,33,Mery Mamani Coronado,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Titular,34,Mónica Sofía Torres Campuzano,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Suplente,34,Ernesto Cardenas Paz,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Titular,35,Pedro Francisco Coro,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Suplente,35,Cipriana Guerrero Requelme,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Titular,36,Adriana Tarifa Condori,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Suplente,36,Dionicio Quispe López,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Titular,37,Higinio Farfán Aban,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Suplente,37,Abad Farfan Mamani,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Titular,38,Gladys Chumacero Vasquez,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Suplente,38,Luis Yapura Choque,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Titular,39,Israel Huaytari Martínez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Diputado uninominal,Suplente,39,Casilda Cuellar Mendoza,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Titular,40,Edwin Rosas Urzagaste,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Suplente,40,Luciana Michelle Campero Chavez,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Titular,41,Mariela Baldivieso Castillo,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Suplente,41,Herlan Aldana Estrada,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Titular,42,Delfor German Burgos Aguirre,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Suplente,42,Mariela Estela Quispe Donaire,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Titular,43,Lidia Tupa Zelaya,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado uninominal,Suplente,43,Eloy Maraz Castillo,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,44,Walthy Mauricio Eguez Paz,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,44,Jenniffer Torrico Roda,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,45,José Carlos Gutiérrez Vargas,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,45,Ericka Chavez Aguilera,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,46,Alba Moira Osinaga Rivero,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,46,José Luis Duran Guzman,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,47,Rosa Tatiana Añez Carrasco,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,47,Henry Gutierrez Farell,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,48,Omar Jesus Rueda Gutiérrez,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,48,Haidy Eliana Muñoz,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,49,Patricio Mendoza Chumpe,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,49,Amalia Antonio Sarabia,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,50,Oscar Charles Michel Flores,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,50,Roxana Alvarez Taborga,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,51,Runy Elvio Callau Monasterio,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,51,Verónica Aguilera Salazar,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,52,Deisy Judith Choque Arnez,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,52,Samuel Mamani Sanchez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,53,Tania Rosmery Paniagua Mafaile,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,53,José Agapito Nogales Anzaldo,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,54,María René Ávarez Camacho,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,54,Jorge Edwin Saucedo Abdalla,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,55,Hernán Hinojosa Rojas,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,55,María Goreti Jaldin Salazar,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,56,Vicente Condori Rodriguez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,56,María Daniela Arispe Pozo,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Titular,57,Danny Daniel Rojas Montes De Oca,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado uninominal,Suplente,57,Faustina Coa Reynaga,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado uninominal,Titular,58,Fernando Llapiz Hoentsch,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado uninominal,Suplente,58,Mariel Denise Marin Morales,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado uninominal,Titular,59,Aleida Joseff Tellez,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado uninominal,Suplente,59,Santos Cori Perca,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado uninominal,Titular,60,Keyla Ortiz Dorado,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado uninominal,Suplente,60,Herbert Taboada Perez,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado uninominal,Titular,61,Leonardo Fabian Ayala Soria,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Diputado uninominal,Titular,62,María José Rodriguez Galvez,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Diputado uninominal,Suplente,62,Kemer Quiroga Ojopi,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Diputado uninominal,Titular,63,Roy Suarez Medina,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Diputado uninominal,Suplente,63,Ariana Gonzales Aguirre,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Faustino Ollisco Barrero,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Chuquisaca,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Olga Cavalotty Fortun,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado de las naciones y pueblos I.O.C.,Titular,,Verónica Challco Tapia,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Diputado de las naciones y pueblos I.O.C.,Suplente,,Johnson Jimenez Cobo,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Sara Kattya Condori Callizaya,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,La Paz,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Cirilo Felix Conde Álvarez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado de las naciones y pueblos I.O.C.,Titular,,Gildo Leodan Hinojosa Soria,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Diputado de las naciones y pueblos I.O.C.,Suplente,,Faviola Guaguasu Iguasu,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Gonzalo Adolfo Ramón Mendoza Leigue,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Cochabamba,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Romina Griselda Gomez Jiménez,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado de las naciones y pueblos I.O.C.,Titular,,Honorio Chino Mamani,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Diputado de las naciones y pueblos I.O.C.,Suplente,,María Choque Chachaque,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Alicia Lisseth Ticona Quispe,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Oruro,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Mateo Torrez Canaviri,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Martha Ruiz Flores,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Potosí,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Rubén Cervantes Sánchez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado de las naciones y pueblos I.O.C.,Titular,,Darlen Isabel Velasco Torrez,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Diputado de las naciones y pueblos I.O.C.,Suplente,,Josué Ayala Sánchez,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Luis Alberto Zuñiga Rojas,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Tarija,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Laidy Elena Veizaga Hinojosa,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado de las naciones y pueblos I.O.C.,Titular,,Elsa Sanchez Romero,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Diputado de las naciones y pueblos I.O.C.,Suplente,,Luis Alfonso Changaray Romero,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Carlos Hernán Arrien Cronembold,Masculino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Clotilde Padilla Solís,Femenino,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado de las naciones y pueblos I.O.C.,Titular,,Enrique Cunai Cayuba,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Diputado de las naciones y pueblos I.O.C.,Suplente,,Fatima Achipa Vaca,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Aleiza Alcira Rodriguez Montero,Femenino,CC,,,,,,,,,,,,,,,
Bolivia,Beni,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Roberto Alejandro Suarez Cabrera,Masculino,CC,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Diputado de las naciones y pueblos I.O.C.,Titular,,Tacni Elvis Mendoza Mendoza,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Diputado de las naciones y pueblos I.O.C.,Suplente,,Javier Alejandro Machuqui Mamio,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Representante ante organismos parlamentarios supraestatales,Titular,,Ana Merelis Genaro,Femenino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Pando,,,,Representante ante organismos parlamentarios supraestatales,Suplente,,Jaime Rivas Monje,Masculino,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,,,Asambleístas Departamentales Por Territorio,Titular,,Keila Fernanda García Milhomen,,CREEMOS,1,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Andrés Ibáñez,,,Asambleístas Departamentales Por Territorio,Suplente,,Iván Óscar Michel Durán,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Warnes,,,Asambleístas Departamentales Por Territorio,Titular,,Gabriela Justiniano Zabala,,MAS-IPSP,2,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Warnes,,,Asambleístas Departamentales Por Territorio,Suplente,,Riery García Velásquez,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Velasco,,,Asambleístas Departamentales Por Territorio,Titular,,Yelly Baldivieso Mayser,,CREEMOS,3,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Velasco,,,Asambleístas Departamentales Por Territorio,Suplente,,Jesús Andrade Gutiérrez,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ichilo,,,Asambleístas Departamentales Por Territorio,Titular,,Clemente Ramos Condori,,MAS-IPSP,4,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ichilo,,,Asambleístas Departamentales Por Territorio,Suplente,,Sandy Mamani Choque,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Chiquitos,,,Asambleístas Departamentales Por Territorio,Titular,,Karim Iván Quezada Dorado,,CREEMOS,5,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Chiquitos,,,Asambleístas Departamentales Por Territorio,Suplente,,Shirley Yanet Hurtado Menacho,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Sara,,,Asambleístas Departamentales Por Territorio,Titular,,Carlos Marcelo Arostegui Ribera,,CREEMOS,6,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Sara,,,Asambleístas Departamentales Por Territorio,Suplente,,Raquel Menacho Rodríguez,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Cordillera,,,Asambleístas Departamentales Por Territorio,Titular,,Marianela Baldelomar Dávalos,,MAS-IPSP,7,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Cordillera,,,Asambleístas Departamentales Por Territorio,Suplente,,Jorge Arriaga Llorenty,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Vallegrande,,,Asambleístas Departamentales Por Territorio,Titular,,Mavy Darinka Pedraza,,CREEMOS,8,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Vallegrande,,,Asambleístas Departamentales Por Territorio,Suplente,,José Luis Sandoval Guzmán,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Florida,,,Asambleístas Departamentales Por Territorio,Titular,,Antonio Paco Barral,,MAS-IPSP,9,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Florida,,,Asambleístas Departamentales Por Territorio,Suplente,,Salome Muriel,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Obispo Santistevan,,,Asambleístas Departamentales Por Territorio,Titular,,Raquel Valencia Aspetty,,MAS-IPSP,10,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Obispo Santistevan,,,Asambleístas Departamentales Por Territorio,Suplente,,Jorge Antonio Ysnado,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ñuflo De Chavez,,,Asambleístas Departamentales Por Territorio,Titular,,Dilfe Renteria Aratea,,MAS-IPSP,11,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ñuflo De Chavez,,,Asambleístas Departamentales Por Territorio,Suplente,,Nelida Faldín Chuve,,MAS-IPSP,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ángel Sandoval,,,Asambleístas Departamentales Por Territorio,Titular,,Wilfredo Peinado Cuellar,,CREEMOS,12,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Ángel Sandoval,,,Asambleístas Departamentales Por Territorio,Suplente,,Wendy Daniela Medina Jiménez,,CREEMOS,,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Manuel María Caballero,,,Asambleístas Departamentales Por Territorio,Titular,,Hugo Valverde Veizaga,,MAS-IPSP,13,,,,,,,,,,,,,,
Bolivia,Santa Cruz,Manuel María Caballero,,,Asambleístas Departamentales Por Territorio,Suplente,,Rosa Aragón Maturana,,MAS-IPSP,,,,,,,,,,,,,,,
